lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,n_divergent__,theta_re_flat,theta_im_flat,theta_re_f0_980,theta_im_f0_980,theta_re_f0_600,theta_im_f0_600,theta_re_f0_1370,theta_im_f0_1370,theta_re_f0_1500,theta_im_f0_1500,theta_re_f2_1270,theta_im_f2_1270,theta.1.1,theta.2.1,theta.1.2,theta.2.2,theta.1.3,theta.2.3,theta.1.4,theta.2.4,theta.1.5,theta.2.5,theta.1.6,theta.2.6,theta.1.7,theta.2.7
-9242.59,0.93202,0.0900907,5,31,0,-4.66303,-2.90709,-0.363771,4.38072,1.12267,4.95872,2.49039,-1.22298,0.48959,-1.17294,-2.98765,1.31005,-4.66303,-2.90709,-0.363771,4.38072,1.12267,4.95872,2.49039,-1.22298,0.48959,-1.17294,1,0,-2.98765,1.31005
-9242.81,0.964814,0.0900907,4,11,0,-4.75074,-2.66551,-0.701635,4.37294,0.851539,4.95148,2.48711,-1.11547,0.435976,-1.18429,-2.91029,1.28796,-4.75074,-2.66551,-0.701635,4.37294,0.851539,4.95148,2.48711,-1.11547,0.435976,-1.18429,1,0,-2.91029,1.28796
-9244.76,0.99686,0.0900907,5,31,0,-4.65853,-3.91856,-0.334435,4.6957,2.03259,4.98289,2.23843,-1.70745,0.431199,-1.00785,-2.92057,1.42755,-4.65853,-3.91856,-0.334435,4.6957,2.03259,4.98289,2.23843,-1.70745,0.431199,-1.00785,1,0,-2.92057,1.42755
-9242.56,0.898619,0.0900907,5,31,0,-4.89044,-4.21317,-1.42672,4.85061,0.671298,4.94795,2.92821,-0.709295,0.669424,-1.23088,-3.11875,1.19433,-4.89044,-4.21317,-1.42672,4.85061,0.671298,4.94795,2.92821,-0.709295,0.669424,-1.23088,1,0,-3.11875,1.19433
-9242.1,0.98854,0.0900907,5,31,0,-4.44406,-4.16446,-1.5592,4.82294,0.432476,4.9559,2.59128,-0.387035,0.864535,-1.26972,-3.32427,0.971779,-4.44406,-4.16446,-1.5592,4.82294,0.432476,4.9559,2.59128,-0.387035,0.864535,-1.26972,1,0,-3.32427,0.971779
-9241.08,0.998395,0.0900907,6,63,0,-4.30994,-3.39344,-2.26211,4.74522,0.0660551,4.98489,2.53811,-1.21513,0.594831,-0.985132,-3.43289,0.57627,-4.30994,-3.39344,-2.26211,4.74522,0.0660551,4.98489,2.53811,-1.21513,0.594831,-0.985132,1,0,-3.43289,0.57627
-9242.56,0.886311,0.0900907,5,31,0,-4.26382,-3.02541,-2.31243,4.62779,0.0831655,4.98729,2.48836,-1.19259,0.574023,-0.985966,-3.41037,0.583544,-4.26382,-3.02541,-2.31243,4.62779,0.0831655,4.98729,2.48836,-1.19259,0.574023,-0.985966,1,0,-3.41037,0.583544
-9242.01,0.980917,0.0900907,6,63,0,-4.13963,-3.23886,-1.91285,4.91937,-0.257478,4.96815,2.56016,-0.702673,0.6812,-0.980687,-3.33473,0.702296,-4.13963,-3.23886,-1.91285,4.91937,-0.257478,4.96815,2.56016,-0.702673,0.6812,-0.980687,1,0,-3.33473,0.702296
-9242.6,0.79709,0.0900907,6,63,0,-4.96012,-4.18933,-1.07236,4.78847,1.19887,4.99649,2.23081,-1.01034,0.715754,-1.09165,-3.19308,1.29253,-4.96012,-4.18933,-1.07236,4.78847,1.19887,4.99649,2.23081,-1.01034,0.715754,-1.09165,1,0,-3.19308,1.29253
-9244.18,0.964344,0.0900907,5,31,0,-4.96945,-3.5459,-1.23276,4.92472,0.779932,4.99724,2.24421,-1.17254,0.77565,-0.995495,-3.16988,1.16634,-4.96945,-3.5459,-1.23276,4.92472,0.779932,4.99724,2.24421,-1.17254,0.77565,-0.995495,1,0,-3.16988,1.16634
-9244.09,0.791361,0.0900907,6,63,0,-4.98235,-2.9962,-0.630602,4.96784,0.567365,4.97821,2.41253,-0.787265,0.529897,-1.03624,-3.15909,1.34335,-4.98235,-2.9962,-0.630602,4.96784,0.567365,4.97821,2.41253,-0.787265,0.529897,-1.03624,1,0,-3.15909,1.34335
-9249.03,0.963116,0.0900907,5,31,0,-4.9944,-4.2563,-1.11914,4.30613,1.49435,4.98514,2.65567,-1.53625,0.621864,-1.12076,-3.08737,1.0551,-4.9944,-4.2563,-1.11914,4.30613,1.49435,4.98514,2.65567,-1.53625,0.621864,-1.12076,1,0,-3.08737,1.0551
-9245.64,0.940626,0.0900907,6,63,0,-4.76858,-3.30847,-0.925936,4.99649,0.250542,4.9561,2.40737,-0.220718,0.69193,-1.14708,-3.24143,1.30458,-4.76858,-3.30847,-0.925936,4.99649,0.250542,4.9561,2.40737,-0.220718,0.69193,-1.14708,1,0,-3.24143,1.30458
-9244.54,0.735026,0.0900907,5,31,0,-4.70724,-2.45749,-0.760829,4.96183,0.113073,4.99941,2.334,-0.892387,0.614702,-0.961088,-3.1513,1.21889,-4.70724,-2.45749,-0.760829,4.96183,0.113073,4.99941,2.334,-0.892387,0.614702,-0.961088,1,0,-3.1513,1.21889
-9244,0.993524,0.0900907,6,63,0,-4.60362,-2.14327,-1.05904,4.94961,0.076319,4.9998,2.03511,-0.682553,0.659451,-0.978422,-3.19535,1.2939,-4.60362,-2.14327,-1.05904,4.94961,0.076319,4.9998,2.03511,-0.682553,0.659451,-0.978422,1,0,-3.19535,1.2939
-9243.38,0.985933,0.0900907,6,63,0,-4.45336,-2.38417,-0.227091,4.88972,0.849922,4.99986,2.06331,-1.04342,0.577967,-0.996845,-3.09605,1.32292,-4.45336,-2.38417,-0.227091,4.88972,0.849922,4.99986,2.06331,-1.04342,0.577967,-0.996845,1,0,-3.09605,1.32292
-9244.59,0.954733,0.0900907,6,63,0,-4.84931,-3.26501,-0.358756,4.60553,1.05765,4.99988,2.07202,-0.762185,0.612909,-0.988526,-2.96375,1.64591,-4.84931,-3.26501,-0.358756,4.60553,1.05765,4.99988,2.07202,-0.762185,0.612909,-0.988526,1,0,-2.96375,1.64591
-9243.86,0.405001,0.0900907,6,35,0,-4.69874,-4.55759,-1.41978,4.98254,1.16944,4.95963,2.58318,-0.927545,0.721392,-1.08239,-3.1721,1.22206,-4.69874,-4.55759,-1.41978,4.98254,1.16944,4.95963,2.58318,-0.927545,0.721392,-1.08239,1,0,-3.1721,1.22206
-9243.2,0.981236,0.0900907,6,35,0,-4.8622,-4.72706,-1.66397,4.93228,0.98385,4.97617,2.6671,-1.03897,0.727349,-1.06111,-3.21657,1.12356,-4.8622,-4.72706,-1.66397,4.93228,0.98385,4.97617,2.6671,-1.03897,0.727349,-1.06111,1,0,-3.21657,1.12356
-9244.62,0.950396,0.0900907,5,31,0,-4.77558,-4.7786,-1.69869,4.9678,1.11162,4.98106,2.71232,-1.13339,0.721256,-1.12289,-3.24683,1.03255,-4.77558,-4.7786,-1.69869,4.9678,1.11162,4.98106,2.71232,-1.13339,0.721256,-1.12289,1,0,-3.24683,1.03255
-9242.69,0.974733,0.0900907,4,15,0,-4.82404,-4.76828,-1.66186,4.96762,1.14849,4.98042,2.70201,-1.09441,0.709289,-1.11468,-3.25949,1.01828,-4.82404,-4.76828,-1.66186,4.96762,1.14849,4.98042,2.70201,-1.09441,0.709289,-1.11468,1,0,-3.25949,1.01828
-9243.08,0.927181,0.0900907,6,63,0,-4.50855,-2.56281,-1.09063,4.99433,0.328834,4.94607,2.23443,-0.599964,0.623529,-1.12962,-3.25928,1.18115,-4.50855,-2.56281,-1.09063,4.99433,0.328834,4.94607,2.23443,-0.599964,0.623529,-1.12962,1,0,-3.25928,1.18115
-9245.39,0.994121,0.0900907,6,63,0,-4.78951,-3.85008,-1.41149,4.99042,1.12698,4.99064,2.09439,-1.39077,0.779495,-1.05526,-3.31609,0.941571,-4.78951,-3.85008,-1.41149,4.99042,1.12698,4.99064,2.09439,-1.39077,0.779495,-1.05526,1,0,-3.31609,0.941571
-9240.91,0.918428,0.0900907,5,31,0,-4.8177,-2.26136,-0.998434,4.97172,0.212185,4.92067,2.43239,-0.945856,0.612996,-1.04293,-3.19956,1.08166,-4.8177,-2.26136,-0.998434,4.97172,0.212185,4.92067,2.43239,-0.945856,0.612996,-1.04293,1,0,-3.19956,1.08166
-9240.19,0.970494,0.0900907,5,31,0,-4.85934,-1.97402,-1.25111,4.90081,-0.232259,4.9385,2.18346,-0.80977,0.615262,-1.07188,-3.25367,1.13306,-4.85934,-1.97402,-1.25111,4.90081,-0.232259,4.9385,2.18346,-0.80977,0.615262,-1.07188,1,0,-3.25367,1.13306
-9248.08,0.818077,0.0900907,6,63,0,-4.9911,-3.62466,-1.33485,4.8869,0.676892,4.99839,2.80177,-0.62965,0.828885,-1.2869,-3.08261,1.15353,-4.9911,-3.62466,-1.33485,4.8869,0.676892,4.99839,2.80177,-0.62965,0.828885,-1.2869,1,0,-3.08261,1.15353
-9246.06,0.995229,0.0900907,5,31,0,-4.99022,-4.29857,-1.27895,4.92796,0.737174,4.99894,2.71056,-0.427118,0.784596,-1.18917,-3.16376,1.27444,-4.99022,-4.29857,-1.27895,4.92796,0.737174,4.99894,2.71056,-0.427118,0.784596,-1.18917,1,0,-3.16376,1.27444
-9243.25,0.949412,0.0900907,5,31,0,-4.29821,-4.22992,-1.12631,4.848,0.953757,4.99289,2.74697,-0.57842,0.767699,-1.16081,-2.95688,1.23607,-4.29821,-4.22992,-1.12631,4.848,0.953757,4.99289,2.74697,-0.57842,0.767699,-1.16081,1,0,-2.95688,1.23607
-9243.22,0.859586,0.0900907,5,31,0,-4.93165,-3.70648,-1.15202,4.81041,0.816435,4.87549,2.52688,-0.963464,0.717989,-1.085,-3.20093,1.13643,-4.93165,-3.70648,-1.15202,4.81041,0.816435,4.87549,2.52688,-0.963464,0.717989,-1.085,1,0,-3.20093,1.13643
-9245.23,0.999096,0.0900907,5,31,0,-4.98819,-3.86532,-1.55311,4.73146,0.842893,4.96375,2.39421,-1.40276,0.672391,-1.03844,-3.34979,0.91843,-4.98819,-3.86532,-1.55311,4.73146,0.842893,4.96375,2.39421,-1.40276,0.672391,-1.03844,1,0,-3.34979,0.91843
-9245.42,0.884322,0.0900907,5,31,0,-4.97888,-4.45243,-1.41047,4.97289,1.16236,4.97925,3.00881,-1.14312,0.508377,-1.22224,-3.03806,1.13994,-4.97888,-4.45243,-1.41047,4.97289,1.16236,4.97925,3.00881,-1.14312,0.508377,-1.22224,1,0,-3.03806,1.13994
-9245.12,0.820781,0.0900907,5,31,0,-4.97281,-4.76699,-1.44258,4.90868,1.2407,4.98097,2.31562,-1.002,0.77951,-1.11084,-3.19813,1.28196,-4.97281,-4.76699,-1.44258,4.90868,1.2407,4.98097,2.31562,-1.002,0.77951,-1.11084,1,0,-3.19813,1.28196
-9241.36,0.99798,0.0900907,5,31,0,-4.9255,-4.61771,-1.31258,4.68523,1.38097,4.94516,2.56759,-1.04866,0.695593,-1.07338,-3.04061,1.19402,-4.9255,-4.61771,-1.31258,4.68523,1.38097,4.94516,2.56759,-1.04866,0.695593,-1.07338,1,0,-3.04061,1.19402
-9239.47,0.983386,0.0900907,5,31,0,-4.38783,-3.39923,-0.800697,4.88919,0.560755,4.97856,2.49854,-0.431672,0.686063,-1.10018,-3.07407,1.35065,-4.38783,-3.39923,-0.800697,4.88919,0.560755,4.97856,2.49854,-0.431672,0.686063,-1.10018,1,0,-3.07407,1.35065
-9243.78,0.842325,0.0900907,6,63,0,-4.90901,-3.36074,-0.373848,4.49675,1.07272,4.97859,2.20504,-0.639035,0.729945,-1.23053,-2.88018,1.62903,-4.90901,-3.36074,-0.373848,4.49675,1.07272,4.97859,2.20504,-0.639035,0.729945,-1.23053,1,0,-2.88018,1.62903

-8942.14,0.800585,0.0579575,5,31,0,-0.134868,1.3624,2.00048,-0.015639,3.87269,-0.253688,0.0839861,-0.717649,1.04831,-0.708912,-1.77166,-1.95136,-0.134868,1.3624,2.00048,-0.015639,3.87269,-0.253688,0.0839861,-0.717649,1.04831,-0.708912,1,0,-1.77166,-1.95136
-8944.97,0.901274,0.0579575,6,63,0,0.789424,4.46067,1.73349,-0.0593246,2.94482,0.0847818,-0.298862,-0.761037,0.669134,-0.573096,-1.63787,-1.97663,0.789424,4.46067,1.73349,-0.0593246,2.94482,0.0847818,-0.298862,-0.761037,0.669134,-0.573096,1,0,-1.63787,-1.97663
-8945.91,0.999904,0.0579575,7,127,0,1.00553,4.93399,2.1031,0.209083,2.14092,-0.0863769,-0.323659,0.131626,1.03674,-0.639057,-1.68167,-1.98279,1.00553,4.93399,2.1031,0.209083,2.14092,-0.0863769,-0.323659,0.131626,1.03674,-0.639057,1,0,-1.68167,-1.98279
-8940.74,0.89136,0.0579575,6,63,0,2.08141,4.02062,2.22838,-0.0802187,2.7798,0.500739,-0.226601,-0.181631,1.04677,-0.680601,-1.76394,-2.0385,2.08141,4.02062,2.22838,-0.0802187,2.7798,0.500739,-0.226601,-0.181631,1.04677,-0.680601,1,0,-1.76394,-2.0385
-8941.29,0.903206,0.0579575,6,63,0,2.2008,2.14519,2.11115,-0.580471,3.33532,0.382873,-0.0195114,0.241612,1.05305,-0.655757,-1.70002,-1.77231,2.2008,2.14519,2.11115,-0.580471,3.33532,0.382873,-0.0195114,0.241612,1.05305,-0.655757,1,0,-1.70002,-1.77231
-8941.59,0.99818,0.0579575,6,63,0,2.12485,2.1008,2.125,-0.572027,3.30903,0.368388,0.00840166,0.273844,1.05369,-0.657471,-1.70377,-1.76334,2.12485,2.1008,2.125,-0.572027,3.30903,0.368388,0.00840166,0.273844,1.05369,-0.657471,1,0,-1.70377,-1.76334
-8944.6,0.965689,0.0579575,6,63,0,2.6372,3.52192,1.68954,-0.0576365,3.06699,0.697896,-0.512858,-0.229589,0.948645,-0.560768,-1.78627,-1.90846,2.6372,3.52192,1.68954,-0.0576365,3.06699,0.697896,-0.512858,-0.229589,0.948645,-0.560768,1,0,-1.78627,-1.90846
-8944.18,0.945907,0.0579575,6,63,0,1.48665,4.3811,2.74783,-0.475002,2.82146,0.0608809,-0.535088,-0.213023,0.920562,-0.617563,-1.66317,-1.91701,1.48665,4.3811,2.74783,-0.475002,2.82146,0.0608809,-0.535088,-0.213023,0.920562,-0.617563,1,0,-1.66317,-1.91701
-8940.49,0.964109,0.0579575,6,63,0,1.65799,3.71247,1.79153,0.142798,2.82763,0.224311,-0.466417,-0.0836912,1.03732,-0.513046,-1.84152,-1.9123,1.65799,3.71247,1.79153,0.142798,2.82763,0.224311,-0.466417,-0.0836912,1.03732,-0.513046,1,0,-1.84152,-1.9123
-8941.31,0.89028,0.0579575,6,63,0,1.85634,3.20126,1.85567,0.169019,2.92102,0.630682,0.0651966,-0.0857983,1.03349,-0.694035,-1.89239,-1.88217,1.85634,3.20126,1.85567,0.169019,2.92102,0.630682,0.0651966,-0.0857983,1.03349,-0.694035,1,0,-1.89239,-1.88217
-8941.08,0.984478,0.0579575,6,47,0,2.27701,3.25659,2.20229,-0.178693,3.03192,0.526303,-0.282346,0.211886,1.15255,-0.731942,-1.8683,-1.84767,2.27701,3.25659,2.20229,-0.178693,3.03192,0.526303,-0.282346,0.211886,1.15255,-0.731942,1,0,-1.8683,-1.84767
-8940.18,0.970664,0.0579575,7,95,0,-0.857408,1.32746,1.38834,0.423174,3.78964,-0.417802,0.0310838,-0.590849,0.929454,-0.75377,-1.86091,-1.81711,-0.857408,1.32746,1.38834,0.423174,3.78964,-0.417802,0.0310838,-0.590849,0.929454,-0.75377,1,0,-1.86091,-1.81711
-8940.12,0.969702,0.0579575,7,127,0,-0.138407,1.26691,1.46055,0.358685,3.64534,0.0435329,0.646297,-0.800624,0.997135,-0.792763,-1.71993,-2.0908,-0.138407,1.26691,1.46055,0.358685,3.64534,0.0435329,0.646297,-0.800624,0.997135,-0.792763,1,0,-1.71993,-2.0908
-8940.72,0.947794,0.0579575,5,31,0,-0.116808,2.40397,1.53627,0.286004,3.52378,-0.0434377,0.271671,-1.01646,0.917411,-0.802651,-1.65808,-2.15928,-0.116808,2.40397,1.53627,0.286004,3.52378,-0.0434377,0.271671,-1.01646,0.917411,-0.802651,1,0,-1.65808,-2.15928
-8944.31,0.953623,0.0579575,6,63,0,1.20242,1.108,1.33098,-0.650032,3.96181,-0.108044,0.100808,-0.508373,0.964462,-0.599838,-1.4411,-2.06466,1.20242,1.108,1.33098,-0.650032,3.96181,-0.108044,0.100808,-0.508373,0.964462,-0.599838,1,0,-1.4411,-2.06466
-8940.46,0.997964,0.0579575,7,127,0,2.43081,4.16482,2.15168,-0.692878,2.87217,0.571117,-0.0767947,-0.163561,0.811,-0.731652,-1.65899,-1.92878,2.43081,4.16482,2.15168,-0.692878,2.87217,0.571117,-0.0767947,-0.163561,0.811,-0.731652,1,0,-1.65899,-1.92878
-8940.96,0.880081,0.0579575,6,63,0,1.26724,3.686,2.21047,-0.0301277,2.67735,0.0117273,-0.366569,-0.0655144,1.12477,-0.569455,-1.69638,-1.93445,1.26724,3.686,2.21047,-0.0301277,2.67735,0.0117273,-0.366569,-0.0655144,1.12477,-0.569455,1,0,-1.69638,-1.93445
-8941.52,0.972166,0.0579575,6,63,0,0.582286,2.91825,1.94994,-0.20058,3.40788,0.155492,0.0336431,-0.584267,0.7923,-0.716268,-1.7344,-1.80219,0.582286,2.91825,1.94994,-0.20058,3.40788,0.155492,0.0336431,-0.584267,0.7923,-0.716268,1,0,-1.7344,-1.80219
-8940.42,0.876632,0.0579575,7,127,0,1.41321,3.75737,2.28459,-0.439234,3.24952,0.197226,-0.245183,-0.562047,0.772748,-0.697606,-1.7373,-1.91109,1.41321,3.75737,2.28459,-0.439234,3.24952,0.197226,-0.245183,-0.562047,0.772748,-0.697606,1,0,-1.7373,-1.91109
-8939.72,0.844697,0.0579575,6,63,0,0.691497,4.18697,2.05633,0.0511037,2.83492,0.0664057,-0.23213,-0.590846,0.846626,-0.588585,-1.66088,-2.00384,0.691497,4.18697,2.05633,0.0511037,2.83492,0.0664057,-0.23213,-0.590846,0.846626,-0.588585,1,0,-1.66088,-2.00384
-8938.5,0.980209,0.0579575,7,127,0,0.836962,1.38024,1.56406,0.0477259,3.7434,0.0279762,-0.0403885,-0.42394,0.967042,-0.655509,-1.84817,-1.82942,0.836962,1.38024,1.56406,0.0477259,3.7434,0.0279762,-0.0403885,-0.42394,0.967042,-0.655509,1,0,-1.84817,-1.82942
-8938.88,0.961626,0.0579575,7,127,0,2.60572,3.21747,2.30616,-0.570158,2.92387,0.463715,-0.0175199,0.164629,1.08101,-0.712668,-1.66533,-1.98016,2.60572,3.21747,2.30616,-0.570158,2.92387,0.463715,-0.0175199,0.164629,1.08101,-0.712668,1,0,-1.66533,-1.98016
-8943.11,0.995767,0.0579575,6,63,0,4.17232,0.965273,1.50645,-1.11705,3.86209,1.05111,0.303769,0.153293,1.00834,-0.707599,-1.66396,-1.91554,4.17232,0.965273,1.50645,-1.11705,3.86209,1.05111,0.303769,0.153293,1.00834,-0.707599,1,0,-1.66396,-1.91554
-8943.79,0.896965,0.0579575,4,15,0,4.08958,1.26527,1.53868,-1.20588,3.91659,1.26074,0.327229,0.113529,0.9828,-0.707491,-1.67072,-1.91839,4.08958,1.26527,1.53868,-1.20588,3.91659,1.26074,0.327229,0.113529,0.9828,-0.707491,1,0,-1.67072,-1.91839
-8944.14,0.99813,0.0579575,7,127,0,3.31137,4.23844,2.69252,-1.07986,2.77922,0.676779,-0.424907,0.444329,1.08278,-0.610382,-1.64491,-1.89335,3.31137,4.23844,2.69252,-1.07986,2.77922,0.676779,-0.424907,0.444329,1.08278,-0.610382,1,0,-1.64491,-1.89335
-8943.84,0.983237,0.0579575,7,127,0,-0.958913,2.24016,1.86423,0.180687,3.69378,-0.233077,0.294871,-1.14755,0.925619,-0.708902,-1.60431,-2.16973,-0.958913,2.24016,1.86423,0.180687,3.69378,-0.233077,0.294871,-1.14755,0.925619,-0.708902,1,0,-1.60431,-2.16973
-8944.34,0.681241,0.0579575,5,31,0,-0.505207,2.69363,1.4363,0.148168,3.21842,-0.218964,0.363327,-0.660643,0.927718,-0.669706,-1.55058,-2.10386,-0.505207,2.69363,1.4363,0.148168,3.21842,-0.218964,0.363327,-0.660643,0.927718,-0.669706,1,0,-1.55058,-2.10386
-8944.34,0.590975,0.0579575,3,7,0,-0.505207,2.69363,1.4363,0.148168,3.21842,-0.218964,0.363327,-0.660643,0.927718,-0.669706,-1.55058,-2.10386,-0.505207,2.69363,1.4363,0.148168,3.21842,-0.218964,0.363327,-0.660643,0.927718,-0.669706,1,0,-1.55058,-2.10386
-8942.5,0.997497,0.0579575,7,95,0,-0.0599841,1.50743,1.85254,-0.0369368,3.72355,-0.167168,0.226051,-0.445878,1.0642,-0.795492,-1.74154,-2.05205,-0.0599841,1.50743,1.85254,-0.0369368,3.72355,-0.167168,0.226051,-0.445878,1.0642,-0.795492,1,0,-1.74154,-2.05205
-8941.64,0.99232,0.0579575,6,63,0,0.972684,1.94308,1.7869,0.078926,3.36617,0.193446,0.317811,-0.478959,1.09642,-0.724081,-1.66454,-2.03804,0.972684,1.94308,1.7869,0.078926,3.36617,0.193446,0.317811,-0.478959,1.09642,-0.724081,1,0,-1.66454,-2.03804
-8942.25,0.801562,0.0579575,6,51,0,0.484886,1.2721,1.2507,0.166712,3.66408,0.0720287,0.30077,-0.199844,0.967013,-0.825177,-1.72014,-2.00146,0.484886,1.2721,1.2507,0.166712,3.66408,0.0720287,0.30077,-0.199844,0.967013,-0.825177,1,0,-1.72014,-2.00146
-8938.72,0.989213,0.0579575,4,15,0,0.474362,1.41385,1.45107,0.211535,3.54036,0.152872,0.467465,-0.557258,0.98926,-0.812457,-1.73866,-1.94694,0.474362,1.41385,1.45107,0.211535,3.54036,0.152872,0.467465,-0.557258,0.98926,-0.812457,1,0,-1.73866,-1.94694
-8940.6,0.959896,0.0579575,6,63,0,1.77119,3.78793,2.22108,-0.315056,2.92076,0.315889,-0.158539,-0.238687,0.873653,-0.560936,-1.6992,-1.96505,1.77119,3.78793,2.22108,-0.315056,2.92076,0.315889,-0.158539,-0.238687,0.873653,-0.560936,1,0,-1.6992,-1.96505
-8939.52,0.967475,0.0579575,7,127,0,3.48879,2.0521,1.62091,-0.659798,3.29522,0.923886,0.0432967,0.416941,1.1058,-0.685825,-1.76419,-1.79925,3.48879,2.0521,1.62091,-0.659798,3.29522,0.923886,0.0432967,0.416941,1.1058,-0.685825,1,0,-1.76419,-1.79925
-8942.53,0.997911,0.0579575,7,127,0,1.7711,2.19939,1.69945,-0.964179,3.66599,0.173537,0.234278,-0.456625,0.855613,-0.752426,-1.41836,-2.09316,1.7711,2.19939,1.69945,-0.964179,3.66599,0.173537,0.234278,-0.456625,0.855613,-0.752426,1,0,-1.41836,-2.09316
-8940.52,0.939469,0.0579575,6,63,0,2.01198,0.234765,1.0626,-0.432179,4.08423,0.747253,0.853587,-0.499108,0.943597,-0.849647,-1.56645,-2.07898,2.01198,0.234765,1.0626,-0.432179,4.08423,0.747253,0.853587,-0.499108,0.943597,-0.849647,1,0,-1.56645,-2.07898
-8943.42,0.886508,0.0579575,6,63,0,2.25712,-0.00790497,1.33608,-0.826761,4.38893,0.610711,0.724159,-0.635522,0.923222,-0.845977,-1.51721,-2.11269,2.25712,-0.00790497,1.33608,-0.826761,4.38893,0.610711,0.724159,-0.635522,0.923222,-0.845977,1,0,-1.51721,-2.11269
-8943.66,0.998745,0.0579575,5,31,0,1.89463,-0.31229,1.31698,-0.847009,4.52038,0.743083,0.900626,-0.633344,1.05135,-0.861187,-1.47619,-2.13276,1.89463,-0.31229,1.31698,-0.847009,4.52038,0.743083,0.900626,-0.633344,1.05135,-0.861187,1,0,-1.47619,-2.13276
-8941.53,0.998896,0.0579575,6,63,0,2.14805,-0.20958,0.95007,-0.827746,4.51089,0.68589,0.717483,-0.48898,0.908735,-0.796027,-1.5059,-2.00515,2.14805,-0.20958,0.95007,-0.827746,4.51089,0.68589,0.717483,-0.48898,0.908735,-0.796027,1,0,-1.5059,-2.00515
-8940.69,0.849746,0.0579575,7,127,0,-0.0907669,3.32207,1.82248,0.212003,3.15308,-0.369881,-0.526888,-0.559475,0.873324,-0.570904,-1.8948,-1.77223,-0.0907669,3.32207,1.82248,0.212003,3.15308,-0.369881,-0.526888,-0.559475,0.873324,-0.570904,1,0,-1.8948,-1.77223
-8941.16,0.983215,0.0579575,7,127,0,0.503357,4.38177,2.23983,0.173047,2.79546,-0.0769556,-0.5478,-0.679322,0.873225,-0.553642,-1.92274,-1.85747,0.503357,4.38177,2.23983,0.173047,2.79546,-0.0769556,-0.5478,-0.679322,0.873225,-0.553642,1,0,-1.92274,-1.85747
-8943.68,0.915662,0.0579575,7,127,0,2.04724,1.60348,2.14252,0.0294573,3.36228,0.409822,-0.0654902,0.27699,1.21071,-0.744436,-1.93099,-1.80035,2.04724,1.60348,2.14252,0.0294573,3.36228,0.409822,-0.0654902,0.27699,1.21071,-0.744436,1,0,-1.93099,-1.80035
-8944.94,0.973646,0.0579575,7,95,0,2.54959,4.1279,2.39584,-0.475816,2.6547,0.646007,-0.117947,-0.177076,0.787973,-0.637697,-1.81231,-1.66586,2.54959,4.1279,2.39584,-0.475816,2.6547,0.646007,-0.117947,-0.177076,0.787973,-0.637697,1,0,-1.81231,-1.66586
-8945.48,0.902089,0.0579575,6,63,0,1.9052,4.6923,2.36335,-0.672006,2.87407,0.360154,-0.229524,-0.426824,0.978384,-0.679573,-1.59806,-2.08191,1.9052,4.6923,2.36335,-0.672006,2.87407,0.360154,-0.229524,-0.426824,0.978384,-0.679573,1,0,-1.59806,-2.08191
-8943.32,0.995928,0.0579575,6,63,0,1.00785,4.28985,2.67866,-0.354834,2.58111,-0.157783,-0.171277,-0.370816,0.912111,-0.527977,-1.68986,-1.92782,1.00785,4.28985,2.67866,-0.354834,2.58111,-0.157783,-0.171277,-0.370816,0.912111,-0.527977,1,0,-1.68986,-1.92782
-8940.95,0.914066,0.0579575,5,31,0,1.94109,3.8086,1.79643,-0.304664,2.88359,0.384844,-0.388361,-0.206081,0.934068,-0.622772,-1.71922,-1.99193,1.94109,3.8086,1.79643,-0.304664,2.88359,0.384844,-0.388361,-0.206081,0.934068,-0.622772,1,0,-1.71922,-1.99193
-8941.2,0.985475,0.0579575,7,127,0,2.40766,4.14449,2.771,-0.57523,2.46598,0.457558,-0.285458,0.299996,1.0834,-0.597254,-1.78497,-1.82042,2.40766,4.14449,2.771,-0.57523,2.46598,0.457558,-0.285458,0.299996,1.0834,-0.597254,1,0,-1.78497,-1.82042
-8942.3,0.989736,0.0579575,5,31,0,3.01732,4.59448,2.47658,-0.191343,2.2895,0.547943,-0.509595,0.471476,1.12928,-0.638101,-1.87128,-1.8706,3.01732,4.59448,2.47658,-0.191343,2.2895,0.547943,-0.509595,0.471476,1.12928,-0.638101,1,0,-1.87128,-1.8706
-8943.21,0.994268,0.0579575,6,63,0,0.166842,3.98486,2.42013,0.134092,2.50342,-0.469886,-0.570669,0.198704,1.15086,-0.625741,-1.86731,-1.80279,0.166842,3.98486,2.42013,0.134092,2.50342,-0.469886,-0.570669,0.198704,1.15086,-0.625741,1,0,-1.86731,-1.80279
-8940.25,0.986594,0.0579575,5,31,0,0.50373,3.01679,1.92951,0.451893,2.78316,-0.168039,-0.414806,-0.0217859,1.1639,-0.562835,-1.91429,-1.82456,0.50373,3.01679,1.92951,0.451893,2.78316,-0.168039,-0.414806,-0.0217859,1.1639,-0.562835,1,0,-1.91429,-1.82456
-8942.16,0.9219,0.0579575,7,127,0,2.03589,2.60755,2.24662,-0.113047,3.06543,0.321575,-0.304998,0.10872,1.22494,-0.62363,-1.91489,-1.86608,2.03589,2.60755,2.24662,-0.113047,3.06543,0.321575,-0.304998,0.10872,1.22494,-0.62363,1,0,-1.91489,-1.86608
