lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,n_divergent__,theta_re_flat,theta_im_flat,theta_re_f0_980,theta_im_f0_980,theta_re_f0_600,theta_im_f0_600,theta_re_f0_1370,theta_im_f0_1370,theta_re_f0_1500,theta_im_f0_1500,theta_re_f2_1270,theta_im_f2_1270,theta.1.1,theta.2.1,theta.1.2,theta.2.2,theta.1.3,theta.2.3,theta.1.4,theta.2.4,theta.1.5,theta.2.5,theta.1.6,theta.2.6,theta.1.7,theta.2.7
-9244.05,0.948682,0.0900907,5,31,0,-4.40495,-3.3812,-0.951984,4.87377,0.372888,4.99093,1.99219,-0.590209,0.844689,-0.893139,-3.28884,1.18507,-4.40495,-3.3812,-0.951984,4.87377,0.372888,4.99093,1.99219,-0.590209,0.844689,-0.893139,1,0,-3.28884,1.18507
-9244.52,0.997388,0.0900907,5,31,0,-4.54856,-2.91554,-1.30154,4.80628,-0.352897,4.99687,2.45507,-0.357448,0.772977,-1.05165,-3.3362,1.08076,-4.54856,-2.91554,-1.30154,4.80628,-0.352897,4.99687,2.45507,-0.357448,0.772977,-1.05165,1,0,-3.3362,1.08076
-9245.53,0.935272,0.0900907,4,15,0,-4.617,-3.30792,-1.82562,4.92636,0.178081,4.68078,2.07215,-0.818638,0.760846,-0.885521,-3.35488,0.897276,-4.617,-3.30792,-1.82562,4.92636,0.178081,4.68078,2.07215,-0.818638,0.760846,-0.885521,1,0,-3.35488,0.897276
-9241.3,0.994497,0.0900907,5,31,0,-4.25628,-2.76835,-1.62048,4.80928,0.162777,4.99901,2.30758,-0.939989,0.656333,-1.08804,-3.39802,0.785954,-4.25628,-2.76835,-1.62048,4.80928,0.162777,4.99901,2.30758,-0.939989,0.656333,-1.08804,1,0,-3.39802,0.785954
-9239.64,0.885514,0.0900907,5,31,0,-4.4557,-3.20475,-1.58915,4.96083,0.0924694,4.95364,2.28469,-0.749803,0.832124,-1.03011,-3.33766,0.864261,-4.4557,-3.20475,-1.58915,4.96083,0.0924694,4.95364,2.28469,-0.749803,0.832124,-1.03011,1,0,-3.33766,0.864261
-9242.21,0.858816,0.0900907,4,15,0,-4.27849,-2.73975,-1.70211,4.96555,0.0245179,4.90723,2.25998,-0.70482,0.864111,-1.07796,-3.29511,0.848256,-4.27849,-2.73975,-1.70211,4.96555,0.0245179,4.90723,2.25998,-0.70482,0.864111,-1.07796,1,0,-3.29511,0.848256
-9245.03,0.796914,0.0900907,7,79,0,-4.61921,-2.61181,-1.38192,4.99266,-0.0326768,4.98509,1.85602,-0.513102,0.743359,-0.987625,-3.33584,1.19055,-4.61921,-2.61181,-1.38192,4.99266,-0.0326768,4.98509,1.85602,-0.513102,0.743359,-0.987625,1,0,-3.33584,1.19055
-9242.64,0.947087,0.0900907,5,31,0,-4.81419,-3.71141,-1.95735,4.61436,0.00142687,4.93827,2.47432,-0.610298,0.872757,-1.05221,-3.30892,0.993838,-4.81419,-3.71141,-1.95735,4.61436,0.00142687,4.93827,2.47432,-0.610298,0.872757,-1.05221,1,0,-3.30892,0.993838
-9242.99,0.971456,0.0900907,6,63,0,-4.21908,-1.99396,-1.5403,4.97993,0.117459,4.97259,2.25446,-1.07626,0.536972,-1.14102,-3.37811,0.73046,-4.21908,-1.99396,-1.5403,4.97993,0.117459,4.97259,2.25446,-1.07626,0.536972,-1.14102,1,0,-3.37811,0.73046
-9242.86,0.994635,0.0900907,5,31,0,-4.9704,-4.10612,-1.71083,4.89442,0.717473,4.96214,2.85538,-1.23999,0.687973,-1.10604,-3.24354,0.851204,-4.9704,-4.10612,-1.71083,4.89442,0.717473,4.96214,2.85538,-1.23999,0.687973,-1.10604,1,0,-3.24354,0.851204
-9244.21,0.962719,0.0900907,6,63,0,-4.99547,-3.97113,-1.71057,4.96047,0.380754,4.96391,2.63129,-0.706937,0.645612,-1.12787,-3.28215,1.11647,-4.99547,-3.97113,-1.71057,4.96047,0.380754,4.96391,2.63129,-0.706937,0.645612,-1.12787,1,0,-3.28215,1.11647
-9243.95,0.987494,0.0900907,5,31,0,-4.57487,-4.61707,-1.46176,4.9666,1.10469,4.99257,2.53834,-0.827913,0.651408,-1.2096,-3.3163,1.00346,-4.57487,-4.61707,-1.46176,4.9666,1.10469,4.99257,2.53834,-0.827913,0.651408,-1.2096,1,0,-3.3163,1.00346
-9243.05,0.961204,0.0900907,5,31,0,-4.69492,-3.06245,-1.39407,4.77754,0.636241,4.8999,2.26871,-1.15456,0.804984,-1.04701,-3.26,0.841938,-4.69492,-3.06245,-1.39407,4.77754,0.636241,4.8999,2.26871,-1.15456,0.804984,-1.04701,1,0,-3.26,0.841938
-9239.18,0.999442,0.0900907,4,15,0,-4.62648,-3.58862,-1.71648,4.80619,0.657515,4.92633,2.3199,-1.08386,0.677941,-0.999407,-3.21266,0.964543,-4.62648,-3.58862,-1.71648,4.80619,0.657515,4.92633,2.3199,-1.08386,0.677941,-0.999407,1,0,-3.21266,0.964543
-9241.17,0.945742,0.0900907,6,63,0,-4.64395,-2.54481,-2.01776,4.9616,-0.377155,4.95201,2.43457,-1.01194,0.660366,-1.06992,-3.48624,0.655193,-4.64395,-2.54481,-2.01776,4.9616,-0.377155,4.95201,2.43457,-1.01194,0.660366,-1.06992,1,0,-3.48624,0.655193
-9243.86,0.755163,0.0900907,6,63,0,-4.73833,-2.9729,-1.52053,4.79089,0.532815,4.96128,2.05855,-1.3568,0.637775,-0.962283,-3.42209,0.94862,-4.73833,-2.9729,-1.52053,4.79089,0.532815,4.96128,2.05855,-1.3568,0.637775,-0.962283,1,0,-3.42209,0.94862
-9240.82,0.804551,0.0900907,4,15,0,-4.75413,-3.27842,-1.37594,4.87828,0.510947,4.96655,2.13997,-1.27705,0.625583,-0.999049,-3.3474,0.879805,-4.75413,-3.27842,-1.37594,4.87828,0.510947,4.96655,2.13997,-1.27705,0.625583,-0.999049,1,0,-3.3474,0.879805
-9243.81,0.88415,0.0900907,6,63,0,-4.61888,-2.2709,-0.524824,4.61343,0.591656,4.9827,2.57649,-1.10873,0.536329,-1.13871,-3.0511,1.23228,-4.61888,-2.2709,-0.524824,4.61343,0.591656,4.9827,2.57649,-1.10873,0.536329,-1.13871,1,0,-3.0511,1.23228
-9241.42,1,0.0900907,6,63,0,-4.7169,-3.52809,-1.65984,4.90995,0.461868,4.89761,2.31505,-0.971879,0.574005,-1.07232,-3.30491,0.932996,-4.7169,-3.52809,-1.65984,4.90995,0.461868,4.89761,2.31505,-0.971879,0.574005,-1.07232,1,0,-3.30491,0.932996
-9240.82,0.877487,0.0900907,6,63,0,-4.28295,-2.70939,-0.482786,4.49145,1.04904,4.94382,1.94916,-1.13705,0.606009,-0.966805,-2.97187,1.41271,-4.28295,-2.70939,-0.482786,4.49145,1.04904,4.94382,1.94916,-1.13705,0.606009,-0.966805,1,0,-2.97187,1.41271
-9242.36,0.552451,0.0900907,2,3,0,-4.39718,-2.17626,-0.4861,4.46464,1.157,4.94364,1.93782,-1.11708,0.609026,-0.974849,-2.97418,1.41142,-4.39718,-2.17626,-0.4861,4.46464,1.157,4.94364,1.93782,-1.11708,0.609026,-0.974849,1,0,-2.97418,1.41142
-9239.93,1,0.0900907,5,31,0,-4.76141,-2.76918,-0.27891,4.84537,1.16082,4.94921,1.84819,-1.00907,0.657248,-0.953244,-3.04703,1.52223,-4.76141,-2.76918,-0.27891,4.84537,1.16082,4.94921,1.84819,-1.00907,0.657248,-0.953244,1,0,-3.04703,1.52223
-9243.47,0.970397,0.0900907,5,31,0,-4.8942,0.115211,0.647468,4.75328,-0.122945,4.96765,1.64346,-0.763523,0.609346,-1.06695,-3.03635,1.57704,-4.8942,0.115211,0.647468,4.75328,-0.122945,4.96765,1.64346,-0.763523,0.609346,-1.06695,1,0,-3.03635,1.57704
-9244.55,0.99352,0.0900907,5,31,0,-4.79505,-2.55731,-0.42022,4.98846,1.16615,4.98745,2.19985,-1.4302,0.413979,-0.976169,-2.93577,1.3847,-4.79505,-2.55731,-0.42022,4.98846,1.16615,4.98745,2.19985,-1.4302,0.413979,-0.976169,1,0,-2.93577,1.3847
-9244.62,0.997861,0.0900907,6,63,0,-4.84399,-0.720684,-0.743806,4.99522,-0.197423,4.92687,2.23944,-1.21811,0.556336,-1.21201,-3.28619,0.864016,-4.84399,-0.720684,-0.743806,4.99522,-0.197423,4.92687,2.23944,-1.21811,0.556336,-1.21201,1,0,-3.28619,0.864016
-9245.05,0.794931,0.0900907,6,63,0,-4.77622,-2.57822,-1.45592,4.56808,0.637228,4.98801,2.20093,-1.86896,0.499497,-0.869002,-3.2171,0.814262,-4.77622,-2.57822,-1.45592,4.56808,0.637228,4.98801,2.20093,-1.86896,0.499497,-0.869002,1,0,-3.2171,0.814262
-9243.12,0.746672,0.0900907,5,31,0,-4.72298,-1.63927,-0.753825,4.94958,0.519151,4.95476,1.82925,-1.4248,0.41953,-1.06723,-3.28951,1.00786,-4.72298,-1.63927,-0.753825,4.94958,0.519151,4.95476,1.82925,-1.4248,0.41953,-1.06723,1,0,-3.28951,1.00786
-9240.22,0.753837,0.0900907,5,31,0,-4.64433,-3.07122,-0.707437,4.91992,0.720452,4.97599,2.04445,-0.608486,0.642139,-0.985425,-3.14818,1.45661,-4.64433,-3.07122,-0.707437,4.91992,0.720452,4.97599,2.04445,-0.608486,0.642139,-0.985425,1,0,-3.14818,1.45661
-9242.82,0.97543,0.0900907,6,47,0,-4.77646,-4.35334,-1.01712,4.85002,1.29945,4.99757,2.79163,-1.03446,0.643093,-1.02125,-2.9395,1.29988,-4.77646,-4.35334,-1.01712,4.85002,1.29945,4.99757,2.79163,-1.03446,0.643093,-1.02125,1,0,-2.9395,1.29988
-9242.09,0.991603,0.0900907,6,63,0,-4.51463,-2.28565,-0.59092,4.68093,0.340091,4.97372,2.07984,-0.371652,0.69024,-1.22933,-3.20434,1.36219,-4.51463,-2.28565,-0.59092,4.68093,0.340091,4.97372,2.07984,-0.371652,0.69024,-1.22933,1,0,-3.20434,1.36219
-9242.79,0.994841,0.0900907,5,31,0,-4.55417,-2.05677,-0.470956,4.80071,0.356296,4.97676,1.97328,-0.34721,0.686892,-1.24681,-3.17419,1.42215,-4.55417,-2.05677,-0.470956,4.80071,0.356296,4.97676,1.97328,-0.34721,0.686892,-1.24681,1,0,-3.17419,1.42215
-9240.19,0.890948,0.0900907,5,31,0,-4.48393,-1.86213,-0.884179,4.78326,0.0829472,4.9448,2.31723,-0.753787,0.644733,-1.04826,-3.0268,1.19709,-4.48393,-1.86213,-0.884179,4.78326,0.0829472,4.9448,2.31723,-0.753787,0.644733,-1.04826,1,0,-3.0268,1.19709
-9238.29,0.993502,0.0900907,5,31,0,-4.61643,-2.01268,-0.792156,4.71809,0.108088,4.98818,2.20623,-0.663823,0.675472,-1.08289,-3.09857,1.29145,-4.61643,-2.01268,-0.792156,4.71809,0.108088,4.98818,2.20623,-0.663823,0.675472,-1.08289,1,0,-3.09857,1.29145
-9240.88,0.840018,0.0900907,4,15,0,-4.1984,-2.55699,-0.532481,4.70881,0.948124,4.94285,1.86458,-0.914586,0.693747,-1.15384,-3.21859,1.14007,-4.1984,-2.55699,-0.532481,4.70881,0.948124,4.94285,1.86458,-0.914586,0.693747,-1.15384,1,0,-3.21859,1.14007
-9238.77,0.734558,0.0900907,6,63,0,-4.82379,-1.85949,-0.0542181,4.67081,0.684321,4.97381,2.15011,-0.974317,0.550917,-1.00931,-2.89637,1.52609,-4.82379,-1.85949,-0.0542181,4.67081,0.684321,4.97381,2.15011,-0.974317,0.550917,-1.00931,1,0,-2.89637,1.52609
-9243.78,0.705343,0.0900907,6,63,0,-4.87316,-4.7483,-2.42289,4.87207,0.614726,4.9773,2.63175,-1.23392,0.647551,-1.00863,-3.37823,0.734469,-4.87316,-4.7483,-2.42289,4.87207,0.614726,4.9773,2.63175,-1.23392,0.647551,-1.00863,1,0,-3.37823,0.734469
-9246.23,0.870602,0.0900907,6,63,0,-4.97859,-4.94567,-0.734606,4.76414,1.40912,4.95929,2.94002,-0.55512,0.566962,-1.12842,-2.91344,1.55522,-4.97859,-4.94567,-0.734606,4.76414,1.40912,4.95929,2.94002,-0.55512,0.566962,-1.12842,1,0,-2.91344,1.55522
-9248.06,0.899645,0.0900907,6,63,0,-4.85595,-4.75253,-1.0857,4.781,1.85627,4.9917,2.75417,-1.11406,0.479501,-1.11537,-2.78128,1.55952,-4.85595,-4.75253,-1.0857,4.781,1.85627,4.9917,2.75417,-1.11406,0.479501,-1.11537,1,0,-2.78128,1.55952
-9241.77,1,0.0900907,3,7,0,-4.85257,-4.64908,-0.650409,4.57467,1.81147,4.99088,2.81484,-1.0911,0.495267,-1.07841,-2.82736,1.46903,-4.85257,-4.64908,-0.650409,4.57467,1.81147,4.99088,2.81484,-1.0911,0.495267,-1.07841,1,0,-2.82736,1.46903
-9242.72,0.972288,0.0900907,6,63,0,-4.43085,0.491134,0.231247,4.94459,-0.557114,4.98308,1.24318,-0.743256,0.599913,-0.929776,-3.30043,1.34204,-4.43085,0.491134,0.231247,4.94459,-0.557114,4.98308,1.24318,-0.743256,0.599913,-0.929776,1,0,-3.30043,1.34204
-9243.03,0.926119,0.0900907,6,63,0,-4.24084,-0.548689,-0.213027,4.63521,-0.21153,4.99945,1.64636,-0.805677,0.636851,-0.905464,-3.16735,1.31283,-4.24084,-0.548689,-0.213027,4.63521,-0.21153,4.99945,1.64636,-0.805677,0.636851,-0.905464,1,0,-3.16735,1.31283
-9243.11,0.839101,0.0900907,5,31,0,-4.13636,-0.867716,-0.0367266,4.87356,0.405884,4.99925,1.3613,-0.999098,0.60026,-0.972623,-3.17564,1.3195,-4.13636,-0.867716,-0.0367266,4.87356,0.405884,4.99925,1.3613,-0.999098,0.60026,-0.972623,1,0,-3.17564,1.3195
-9242.64,0.830044,0.0900907,6,63,0,-4.23567,-0.944252,-0.0568457,4.8342,0.360697,4.9996,1.43408,-1.03721,0.586546,-0.941121,-3.15967,1.36453,-4.23567,-0.944252,-0.0568457,4.8342,0.360697,4.9996,1.43408,-1.03721,0.586546,-0.941121,1,0,-3.15967,1.36453
-9240.94,0.921422,0.0900907,5,31,0,-4.1441,-0.478437,-0.446628,4.73485,-0.151219,4.99836,1.85288,-1.08789,0.533705,-0.948724,-3.17033,1.06835,-4.1441,-0.478437,-0.446628,4.73485,-0.151219,4.99836,1.85288,-1.08789,0.533705,-0.948724,1,0,-3.17033,1.06835
-9242.1,0.994968,0.0900907,6,63,0,-3.98385,-0.0683547,-0.723632,4.97587,-0.602269,4.89138,1.41142,-0.825745,0.753727,-0.94484,-3.37186,0.909924,-3.98385,-0.0683547,-0.723632,4.97587,-0.602269,4.89138,1.41142,-0.825745,0.753727,-0.94484,1,0,-3.37186,0.909924
-9246.4,0.8557,0.0900907,6,63,0,-4.5867,-4.22655,-0.683034,4.9962,1.07085,4.98944,2.35891,-0.541043,0.797988,-0.882135,-2.92079,1.52789,-4.5867,-4.22655,-0.683034,4.9962,1.07085,4.98944,2.35891,-0.541043,0.797988,-0.882135,1,0,-2.92079,1.52789
-9241.6,0.924581,0.0900907,5,31,0,-4.35972,-2.73932,-0.928059,4.4179,0.92095,4.929,2.18645,-0.783149,0.72345,-1.13736,-2.97609,1.31431,-4.35972,-2.73932,-0.928059,4.4179,0.92095,4.929,2.18645,-0.783149,0.72345,-1.13736,1,0,-2.97609,1.31431
-9241.55,0.993521,0.0900907,5,31,0,-4.8908,-1.8383,-0.623692,4.99005,0.354589,4.9835,2.33362,-1.06458,0.520361,-1.06193,-3.06703,1.2571,-4.8908,-1.8383,-0.623692,4.99005,0.354589,4.9835,2.33362,-1.06458,0.520361,-1.06193,1,0,-3.06703,1.2571
-9241.16,0.80521,0.0900907,6,47,0,-4.93152,-1.62203,-0.318757,4.95736,0.291921,4.96495,2.28312,-1.09019,0.47022,-1.04825,-3.04829,1.30871,-4.93152,-1.62203,-0.318757,4.95736,0.291921,4.96495,2.28312,-1.09019,0.47022,-1.04825,1,0,-3.04829,1.30871
-9242.47,0.983953,0.0900907,5,31,0,-4.9506,-1.17891,-0.273288,4.96837,0.278436,4.98717,2.11769,-1.13786,0.566748,-1.05481,-3.01907,1.34234,-4.9506,-1.17891,-0.273288,4.96837,0.278436,4.98717,2.11769,-1.13786,0.566748,-1.05481,1,0,-3.01907,1.34234
-9245.41,0.568583,0.0900907,6,63,0,-4.53675,-4.87681,-1.86535,4.68034,0.866817,4.99155,2.79765,-0.544213,0.832428,-1.16223,-3.0893,1.02431,-4.53675,-4.87681,-1.86535,4.68034,0.866817,4.99155,2.79765,-0.544213,0.832428,-1.16223,1,0,-3.0893,1.02431
-9246.33,0.987592,0.0900907,5,31,0,-4.83803,-4.88753,-1.40473,4.82234,1.14818,4.98703,2.56957,-0.609676,0.886177,-1.2278,-3.218,1.08885,-4.83803,-4.88753,-1.40473,4.82234,1.14818,4.98703,2.56957,-0.609676,0.886177,-1.2278,1,0,-3.218,1.08885
-9242.49,0.985334,0.0900907,6,63,0,-4.90764,-4.24383,-1.92655,4.9289,0.422091,4.99248,2.61925,-0.605999,0.745624,-1.16818,-3.29184,1.08181,-4.90764,-4.24383,-1.92655,4.9289,0.422091,4.99248,2.61925,-0.605999,0.745624,-1.16818,1,0,-3.29184,1.08181
-9244.12,0.938473,0.0900907,7,127,0,-4.58243,-4.33691,-1.3079,4.93295,1.16212,4.98219,2.66161,-1.00909,0.800869,-1.27719,-3.14257,0.972809,-4.58243,-4.33691,-1.3079,4.93295,1.16212,4.98219,2.66161,-1.00909,0.800869,-1.27719,1,0,-3.14257,0.972809
-9242.51,0.858511,0.0900907,6,63,0,-4.94064,-4.18682,-1.92943,4.68298,0.61606,4.97157,2.62295,-0.990223,0.643418,-1.1326,-3.34376,0.898758,-4.94064,-4.18682,-1.92943,4.68298,0.61606,4.97157,2.62295,-0.990223,0.643418,-1.1326,1,0,-3.34376,0.898758
-9241.27,0.999005,0.0900907,5,31,0,-4.87626,-3.15991,-1.00566,4.81333,0.464073,4.87685,2.54244,-0.793437,0.732249,-1.13576,-3.09466,1.14236,-4.87626,-3.15991,-1.00566,4.81333,0.464073,4.87685,2.54244,-0.793437,0.732249,-1.13576,1,0,-3.09466,1.14236
-9238.65,0.994081,0.0900907,6,63,0,-4.34084,-3.08774,-0.935912,4.67056,0.99383,4.9917,2.09887,-1.22573,0.593002,-0.949624,-3.10183,1.20863,-4.34084,-3.08774,-0.935912,4.67056,0.99383,4.9917,2.09887,-1.22573,0.593002,-0.949624,1,0,-3.10183,1.20863
-9239.4,0.826468,0.0900907,6,63,0,-4.37055,-2.55695,-0.738978,4.76767,0.838914,4.99118,2.05496,-1.22442,0.666715,-0.973104,-3.13844,1.14673,-4.37055,-2.55695,-0.738978,4.76767,0.838914,4.99118,2.05496,-1.22442,0.666715,-0.973104,1,0,-3.13844,1.14673
-9241.37,0.882832,0.0900907,6,47,0,-4.7751,-1.40948,-0.390255,4.78262,0.422309,4.95233,1.94165,-1.1218,0.409193,-0.979496,-3.18559,1.28931,-4.7751,-1.40948,-0.390255,4.78262,0.422309,4.95233,1.94165,-1.1218,0.409193,-0.979496,1,0,-3.18559,1.28931
-9243.92,0.620441,0.0900907,5,23,0,-4.71916,-0.831972,-0.308704,4.66398,0.110368,4.97991,1.71985,-1.14865,0.380939,-1.09354,-3.24253,1.27,-4.71916,-0.831972,-0.308704,4.66398,0.110368,4.97991,1.71985,-1.14865,0.380939,-1.09354,1,0,-3.24253,1.27
-9242.44,0.982568,0.0900907,4,15,0,-4.36799,0.114759,-0.0749469,4.64281,0.051938,4.98797,1.78675,-1.08714,0.384537,-1.07847,-3.18495,1.23876,-4.36799,0.114759,-0.0749469,4.64281,0.051938,4.98797,1.78675,-1.08714,0.384537,-1.07847,1,0,-3.18495,1.23876
-9239.64,0.941806,0.0900907,5,31,0,-4.858,-1.6866,-0.556946,4.95678,0.060917,4.94698,1.87116,-0.89675,0.656255,-0.972404,-3.15703,1.31763,-4.858,-1.6866,-0.556946,4.95678,0.060917,4.94698,1.87116,-0.89675,0.656255,-0.972404,1,0,-3.15703,1.31763
-9239.3,0.988254,0.0900907,6,63,0,-4.94175,-3.42305,-0.33834,4.56088,1.4252,4.97875,2.25245,-1.03747,0.56635,-1.0371,-2.83538,1.61113,-4.94175,-3.42305,-0.33834,4.56088,1.4252,4.97875,2.25245,-1.03747,0.56635,-1.0371,1,0,-2.83538,1.61113
-9239.94,0.934306,0.0900907,5,31,0,-4.84125,-2.25448,0.0533701,4.61427,1.26876,4.98586,2.21915,-1.08783,0.524332,-1.14026,-2.84226,1.5383,-4.84125,-2.25448,0.0533701,4.61427,1.26876,4.98586,2.21915,-1.08783,0.524332,-1.14026,1,0,-2.84226,1.5383
-9241.48,0.775463,0.0900907,5,31,0,-4.66458,-2.20571,0.28725,4.67604,1.18724,4.99576,2.02448,-0.849113,0.468094,-1.04793,-2.7674,1.74431,-4.66458,-2.20571,0.28725,4.67604,1.18724,4.99576,2.02448,-0.849113,0.468094,-1.04793,1,0,-2.7674,1.74431
-9243.94,0.946728,0.0900907,6,63,0,-4.56338,-4.65176,-2.1173,4.97093,0.785423,4.99068,2.77632,-0.994805,0.820878,-1.18755,-3.29331,0.788733,-4.56338,-4.65176,-2.1173,4.97093,0.785423,4.99068,2.77632,-0.994805,0.820878,-1.18755,1,0,-3.29331,0.788733
-9240.86,0.997399,0.0900907,5,31,0,-4.89398,-2.04479,-1.1652,4.60303,-0.0347957,4.96095,2.30719,-0.722877,0.607056,-1.10482,-3.13991,1.21668,-4.89398,-2.04479,-1.1652,4.60303,-0.0347957,4.96095,2.30719,-0.722877,0.607056,-1.10482,1,0,-3.13991,1.21668
-9241.42,0.849463,0.0900907,6,63,0,-4.62053,-3.55568,-0.290999,4.91984,1.62744,4.98558,2.30198,-1.0488,0.519137,-1.09609,-2.8889,1.53239,-4.62053,-3.55568,-0.290999,4.91984,1.62744,4.98558,2.30198,-1.0488,0.519137,-1.09609,1,0,-2.8889,1.53239
-9243.67,0.869287,0.0900907,4,15,0,-4.7381,-3.63331,-0.500599,4.95187,1.28899,4.97459,2.63823,-1.05348,0.548615,-1.046,-2.98904,1.40862,-4.7381,-3.63331,-0.500599,4.95187,1.28899,4.97459,2.63823,-1.05348,0.548615,-1.046,1,0,-2.98904,1.40862
-9242.69,0.927944,0.0900907,6,63,0,-4.87291,-4.79094,-1.44131,4.49771,1.17551,4.96278,2.66008,-0.59883,0.832677,-1.18648,-3.03797,1.33853,-4.87291,-4.79094,-1.44131,4.49771,1.17551,4.96278,2.66008,-0.59883,0.832677,-1.18648,1,0,-3.03797,1.33853
-9243.28,0.735809,0.0900907,4,15,0,-4.15877,-4.59079,-0.726235,4.79826,1.18237,4.99023,2.6216,-0.232302,0.768185,-1.16795,-2.98284,1.48776,-4.15877,-4.59079,-0.726235,4.79826,1.18237,4.99023,2.6216,-0.232302,0.768185,-1.16795,1,0,-2.98284,1.48776
-9242.9,0.930001,0.0900907,5,31,0,-4.96244,-2.03181,-0.013822,4.94449,0.927122,4.98924,1.82102,-0.92095,0.60357,-0.965747,-2.98142,1.6629,-4.96244,-2.03181,-0.013822,4.94449,0.927122,4.98924,1.82102,-0.92095,0.60357,-0.965747,1,0,-2.98142,1.6629
-9240.61,0.746348,0.0900907,5,31,0,-4.56648,-3.33778,-0.372159,4.26581,1.44652,4.94629,2.24575,-0.99333,0.563891,-1.12241,-2.9433,1.41562,-4.56648,-3.33778,-0.372159,4.26581,1.44652,4.94629,2.24575,-0.99333,0.563891,-1.12241,1,0,-2.9433,1.41562
-9240.79,0.823342,0.0900907,3,7,0,-4.56636,-3.36252,-0.394143,4.26959,1.36393,4.95084,2.27282,-1.03255,0.570491,-1.11363,-2.96032,1.45138,-4.56636,-3.36252,-0.394143,4.26959,1.36393,4.95084,2.27282,-1.03255,0.570491,-1.11363,1,0,-2.96032,1.45138
-9239.11,0.96678,0.0900907,6,63,0,-4.89255,-3.67481,-0.844551,4.85219,1.00832,4.97147,2.45369,-0.989357,0.639497,-1.08252,-3.14274,1.26644,-4.89255,-3.67481,-0.844551,4.85219,1.00832,4.97147,2.45369,-0.989357,0.639497,-1.08252,1,0,-3.14274,1.26644
-9238.95,0.988479,0.0900907,5,31,0,-4.83323,-3.91269,-1.1491,4.75681,1.05764,4.97922,2.3212,-0.981381,0.576232,-1.05968,-3.11846,1.31969,-4.83323,-3.91269,-1.1491,4.75681,1.05764,4.97922,2.3212,-0.981381,0.576232,-1.05968,1,0,-3.11846,1.31969
-9239.68,0.933403,0.0900907,5,31,0,-4.51207,-3.68127,-0.932721,4.92675,0.83243,4.9315,2.31962,-0.787697,0.600926,-1.03263,-3.14535,1.29779,-4.51207,-3.68127,-0.932721,4.92675,0.83243,4.9315,2.31962,-0.787697,0.600926,-1.03263,1,0,-3.14535,1.29779
-9242.45,0.96504,0.0900907,5,31,0,-4.92631,-4.76013,-1.35328,4.87562,1.18186,4.95765,2.45369,-1.03454,0.725899,-0.965222,-3.11237,1.19064,-4.92631,-4.76013,-1.35328,4.87562,1.18186,4.95765,2.45369,-1.03454,0.725899,-0.965222,1,0,-3.11237,1.19064
-9246.6,0.99938,0.0900907,6,63,0,-4.90679,-4.63146,-1.28595,4.8448,0.489145,4.97,2.6653,0.141077,1.00171,-1.28915,-3.14984,1.37989,-4.90679,-4.63146,-1.28595,4.8448,0.489145,4.97,2.6653,0.141077,1.00171,-1.28915,1,0,-3.14984,1.37989
-9248.36,0.754497,0.0900907,5,31,0,-4.59349,-4.88434,-1.42038,4.88783,0.646168,4.99223,2.96566,-0.650921,0.763211,-1.06996,-3.18557,1.01268,-4.59349,-4.88434,-1.42038,4.88783,0.646168,4.99223,2.96566,-0.650921,0.763211,-1.06996,1,0,-3.18557,1.01268
-9246.45,0.994217,0.0900907,6,63,0,-4.42466,-4.15752,-2.47433,4.89265,-0.50785,4.93705,2.9678,-0.335643,0.978894,-1.17965,-3.4523,0.498992,-4.42466,-4.15752,-2.47433,4.89265,-0.50785,4.93705,2.9678,-0.335643,0.978894,-1.17965,1,0,-3.4523,0.498992
-9244.84,0.98945,0.0900907,6,63,0,-4.88951,-1.27781,0.783424,4.52229,0.897671,4.91887,1.92322,-0.994831,0.398832,-0.956043,-2.78082,1.76362,-4.88951,-1.27781,0.783424,4.52229,0.897671,4.91887,1.92322,-0.994831,0.398832,-0.956043,1,0,-2.78082,1.76362
-9243.25,0.437838,0.0900907,7,127,0,-4.81849,-1.79027,0.24253,4.77101,1.00888,4.91964,2.03263,-0.889406,0.430964,-0.994569,-2.69938,1.80835,-4.81849,-1.79027,0.24253,4.77101,1.00888,4.91964,2.03263,-0.889406,0.430964,-0.994569,1,0,-2.69938,1.80835
-9243.34,0.628992,0.0900907,4,15,0,-4.82225,-1.5756,0.0783079,4.77372,0.920608,4.91681,1.99724,-0.922536,0.478241,-1.00944,-2.74082,1.73076,-4.82225,-1.5756,0.0783079,4.77372,0.920608,4.91681,1.99724,-0.922536,0.478241,-1.00944,1,0,-2.74082,1.73076
-9242.34,0.652516,0.0900907,5,31,0,-4.80339,-2.85442,-0.141609,4.8288,0.969608,4.99656,2.06378,-0.741236,0.620975,-1.02478,-3.07274,1.58541,-4.80339,-2.85442,-0.141609,4.8288,0.969608,4.99656,2.06378,-0.741236,0.620975,-1.02478,1,0,-3.07274,1.58541
-9242.38,0.947717,0.0900907,4,15,0,-4.84689,-2.02862,-0.119461,4.65884,0.458356,4.99749,2.14762,-0.71453,0.674939,-1.07315,-2.89337,1.54892,-4.84689,-2.02862,-0.119461,4.65884,0.458356,4.99749,2.14762,-0.71453,0.674939,-1.07315,1,0,-2.89337,1.54892
